URL,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
ndwellen.com/sess=1338899706-98076/cgi-gTj5zkr8h2s16d3/mcDatDETb6lp2cfzgynvjs/dt=2012060543220,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1
https://rocket-qs46-pmai.pbsxp55s5968.workers.dev/,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1
gomontreal.about.com/od/montrealattractions/p/insectarium.htm,0,0,1,5,0,0,1,0,0,1,1,1,1,1,1,0
http://www.5k6t92kfw.cfd,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
salomonsanchez.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
profilecanada.com/companydetail.cfm?company=845301_Mario_Tremblay_Maitre_Photo_Laval_QC,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0
www.a-dictam.com/database/search.htm,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
http://www.session-customer-activity.site,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
http://i-grupobancolombia.com/desbloqueos/USERscis=login-Dno-back-button.html,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1
https://dl.dropboxusercontent.com/u/437142655/facebook-payment-central/fb_source%3Dbookmark%26ref%3Dbookmarks%26count%3Db.htm,0,0,1,4,0,1,1,0,0,0,0,1,1,1,1,1
docs.google.com/spreadsheet/viewform?formkey=dGlTQnBmSHozN1dpQm1uZnMwa0wzbUE6MQ,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1
bradtsics.com/zDcntrlde/webscr.php?cmd_=session.start&sdr01=bmljb2xlLnF1YWlzZXJAcmFnZG9sbHMtdm9uLXJha2hzaGFuZGEuZGU,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0
www.indezine.com/products/fireworks/,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
https://bafybeih6gfwutt62t5egsgzmwa4lrbshgyliag3opmy4gemlcoh7zo777y.ipfs.w3s.link/sit.html,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1
www.cymru.com/Documents/secure-bind-template.html,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
www.pctechguide.com/33CDR-RW.htm,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
baseballlibrary.com/ballplayers/player.php?name=Harry_Bright_1929,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0
amazon.com/Topps-Howser-Kansas-Royals-Baseball/dp/B000WFMEJS,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0
somagency.com/NormanBlake/,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
https://gateway.pinata.cloud/ipfs/bafybeigustvgcsrqn3ratjr3vydq7o3hrdfs374xg6fbqbm3yjy7s37wte,0,0,1,2,0,1,0,0,0,0,1,1,1,1,1,1
http://www.saisoaoard.co.jp.eqiwbh.top/ai/sign.php,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
chacha.com/question/what-does-the-name-collett-mean,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
http://snapchat.accounts.crimsonmart.com/,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
thescreenwritermovie.com/,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
https://www.unitarian.org.uk,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
solunet-infomex.com/mexbdir/company.cfm?company=6620_Ernesto_Warnholtz_Alvaro_Obregon_Distrito_Federal,0,0,1,3,0,0,1,0,0,1,1,1,1,1,1,0
amazingregistry.com/wedding-registry/Ashley-Smette/Shawn-Krinke/Registry.ashx?a=63615174,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0
https://bafybeic3rktfzgxxyhpmptpqxizwwr4vabyesy3g4p7fjob67y3746hzcq.ipfs.dweb.link/updatedmb18.html,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1
paypal.com-l-ee41526.6589g41254y78548r96548e.32568f62541.fg1458741d54870h3215487jh.658749o6542587.m6587451g3210547.jh3254874511254y78548rj.01236587i652140.k471256j36254180.d5f4y4j1n2832.bmfassurances.ma/ff87196b6b0d78913b25596d9cb395d0/,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1
https://www.gdao.org,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
https://www.iztzg.hr,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
http://www.mastconf.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
https://barnim.cmonkimni.warszawa.pl/a1legro/,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1
www.finestquotes.com/wallpapers.php,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
https://banco-nacional-de-costa-rica.jimdosite.com/,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1
traceymcnee.com/index.php?page=brown,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
goodgirlschool.com/,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
https://mail.deliverylifesupport.com/public/vxhpnbeueqcgmuhhdnaqsh9lse8tblvh,0,0,1,2,0,1,1,0,1,1,1,1,1,1,1,1
https://fb-business-appeal-b96b4.web.app/,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1
https://medium.com/dan-sanchez/from-unschooling-to-unscolding-8bce02528b09?source=latest,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
https://xemaybaotin.vn/wp-content/litespeed/ccss/au/,0,0,0,4,0,1,0,0,0,1,1,1,1,1,1,1
https://www.myanimalhome.net,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
rottentomatoes.com/celebrity/lorena-gale/,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
okhighways.com/i35s.html,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
http://www.commbanksecure-help.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
gordoncohen.com/gordoncohen/indexbest2.html,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
tr-bireysel-ziraatbank-subem.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
timetotalk.org/,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
http://43.153.207.103/servicelogin?passive=1209600&amp;continue=https://accounts.google.com/?&amp;xrealip=107.178.231.253&amp;followup=https://accounts.google.com/?,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
arcib.dowling.edu/~BernsteH/,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
https://www.uwcompaan.nl,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
lyricstime.com/malajube-la-caverne-lyrics.html,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
http://www.bustenernews.com,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
www.lovisun.com/shop/vodafone_online-update.html,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
https://www.jodipicoult.com,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
http://onedio.com/haber/-farkli-bir-cumhurbaskani-olacagim-diyen-birisi-cumhurbaskanligi-sarayi-nda-oturuyor--478067,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0
http://www.lilit.urlfb.co,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
https://www.focusjunior.it,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
https://bafybeigegku6ysoxc76ummls4gtocx5q4jnb5uluyath7d4umf6aafkxha.ipfs.cf-ipfs.com,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1
https://gateway.ipfs.io/ipfs/bafybeia3zog5jsog6dtfi236ekssvywatgeg6logudrwbt2ll6boim3zqa/kinmhaoo@!265,0,1,1,3,0,1,0,0,0,0,0,1,1,1,1,1
hilariousshortfilms.webs.com/,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
page-01.pe.hu,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
spokeo.com/Joan+Mccoy,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
www.edly.com/listen.html,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
cgi.di.uoa.gr/~dspiliot/,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
http://support.paypal.com.kulturabgru.kultura4.cp.regruhosting.ru/login?cmd=_signin&dispatch=690af3de30d0870e50709e5d0&locale=en_US,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1
http://www.saiaonaard.co.jp.rhkowp.top/ai/sign.php,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
www.angelfire.com/biz/snowdriftspin/,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
croonet.com/start/G_NDg4MDQwMQ%3D%3D/,0,0,0,3,0,0,1,0,0,1,1,1,1,1,1,0
visionxretreat.com/,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0
http://moedasgratis-habbo-r7.blogspot.com/,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
weddingbeepro.com/2008/12/08/how-to-take-amazing-engagement-and-wedding-ring-photos/,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0
http://www.uphosting.info,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
pgemergency.com/modules/protocolo/TAM.CADASTRA/-/tam.com.br/java-/?atendimento=Cliente&/Y5vivBxJsc/o9N8pOYay7.php,0,0,1,7,0,0,0,0,0,1,1,1,1,1,1,0
http://www.aaa.dsaj2a.org,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
http://www.inuviging-antizoluly.biz,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1
at1world.com/us,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
iamanexmormon.com/2011/03/families-are-together-forever-my-name-is-kerri-bodie-and-im-an-ex-mormon/,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0
https://bac--credomatticbac.repl.co,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1
www.angelfire.com/ny3/visualbasic/,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
www.embedded.com/story/OEG20011016S0116,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
paypal.com.update-account-information-webscrcmdaccountnav-0.04fs6sd54s3dv3sd7dvs369sdv13s25ef4d4ew7c52a65aefeffgfg6dsfsjk.rtd.es/update/information/webscrcmdflowSESSION.nBFNzG.S.3T0j7cmGPoMFY/login/account/1777f09176e520da13c9fcfd9041c895/,0,0,1,7,0,0,0,0,0,1,1,1,1,1,1,1
members.tripod.com/Dsrt_Fox/,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
www.pathname.com/fhs/,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
vwcart.esy.es,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
code.google.com/p/phpshop/,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
www.sfgate.com/business/,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
http://akhbarelyom.com/news/newdetails/411549/1/%D8%A7%D9%84%D9%84%D8%A7%D9%88%D9%86%D8%AF%D9%8A-%D9%87%D9%86%D8%A7.html,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,0
http://depositphotos.com/login.html?url=%2F40624673%2Fstock-photo-two-cups-of-coffee-and.html,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0
continental.com/web/en-US/apps/booking/flight/searchRT.aspx,0,0,1,7,0,0,0,0,0,1,1,1,1,1,1,0
http://www.rev4.nulled-db.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
www.sce.carleton.ca/netmanage/docs/AgentsOverview/ao.html,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1
http://www.fichajesdeportivos.com/wp-includes/js/crop/re~max/index.htm,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
boardmanbikes.com/boardman/boardman_about.html,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
nomaders.com/en/flights/america/canada/flight-deals-from-montreal.aspx,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,0
http://www.jxjyzy.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
https://adapteri-maimiri.web.app/,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1
https://milenamining.com/wp-includes/css/dist/edit-post/c/login/dc/,0,0,1,7,0,1,0,0,1,1,1,1,1,1,1,1
konto-sicherheitscheck.de/de/73597/index.php,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1
https://www.vmm.be,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
http://www.xszwys.com/js/?us.battle.net/login/en/?ref=http://us.battle.net/d3/en/index&amp;app=com-d3,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1
https://www.damn.org.za,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
chuckberry.com/,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
weirdlovemakers.com/,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
https://www.linwoodcustomjewelers.com,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.olmsteadrights.org,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
https://facebook-y9ds.onrender.com/,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
http://www.zdrowie-blog.pl,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
jrtc-polk.army.mil/cg.htm,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
nws.noaa.gov/data/obhistory/KAOH.html,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0
https://ipfs.fleek.co/ipfs/bafybeieyf7wmwaiy7xmar2kzmg3q4soy6bmm7fxusg4oy7isi26kpnvdzq,0,0,1,2,0,1,0,0,0,0,0,1,1,1,1,1
sillydog.org/netscape/kb/linuxwindows.php,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1
pay-pai.help.sec.us-login-cgi.bin.resolution.center.disbitch.41b54b566bh89g9g6g4566n8h9h65j66j8.infopointsuporte.com/989e99aac337abbaf092bc1484f839bf/,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0
www.tcs.tifr.res.in/~pandya/,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
http://www.kshitij.in/helc/css/1/php/4ab0982b76ad090a9ec32d6bf95e364e/mpp/update/,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,1
https://www.haltomcitytx.com,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0
triviana.com/BLUES/Jose/Willie.htm,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0
mylife.com/andersbud,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
https://netflix-billing-mt.com/,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
facebook.com/people/Christopher-Milo/561132955,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0
youtube.com/watch?v=U_Y1B6Vg85k,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
https://mistyusedgnudebugger--bpch261118.repl.co,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
'www.sesamii.com/images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fhpfbbmkus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3',0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0
http://m3m65thavenues.com/css/,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
www.karpiel.info.pl/cache/xxx.php,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
tools.ietf.org/html/rfc815,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
https://infopublishersassociation.com/wp-includes/images/smilies/bofa/x1x/v2/cee69007311e1da/cc.php,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,1
mtv.com/news/articles/1488173/shyne-jayz-foxy-form-supergroup.jhtml?headlines=true,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0
https://storage.googleapis.com/gyt5u6tgt567tgb7ui.appspot.com/t%2045%2034w%20fe/g%20tu%20yg%20b%20ib#abuse@ethz.ch,0,1,1,3,0,1,1,0,1,1,1,1,1,1,1,1
www.honeng.com/Images/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;zprdapuamp;ssl=0&amp;dest,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1
https://www.perekop.info,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
https://www.homeandcottage.no,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0
myspace.com/taraspencernairn,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
http://admiinoutlookwebb101.creatorlink.net/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
http://online.citicard.com.nawu2nfuum.dadrbt.ro/cool/online.php,0,0,1,2,0,0,0,0,0,0,1,1,1,1,1,1
http://www.meljackson.net/adobe/,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
http://marketbarkodsistemi.net/madmin/assets/has/eim.htm,0,0,1,4,0,0,0,0,0,0,0,1,1,1,1,1
https://amazom.yuanzd.top/ap/signin,0,0,0,2,0,1,0,0,0,1,1,1,1,1,1,1
en.wikipedia.org/wiki/Chasse_et_P%C3%AAche,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
service.paypal.security.confirmation-submit.login.regf154f2144d5f44d1f4d55f4d1f22d44d1d44f1.mentaresearch.com/44f83bafc25f8c78f0bef8aee5fa690f/?cmd=_home&dispatch=5885d80a13c0db1f8e&ee=a4d00a63ae768d949ddd6a3c15d088a4,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0
kateskirmish.deviantart.com/art/irabu-ichiro-desu-141266347,0,0,1,3,0,0,1,0,0,1,1,1,1,1,1,0
https://dev-www-online-dkb-de-ref91530.pantheonsite.io/_files/web/login.php?authid=684d65602380ee936d8a8e590c20b4a4f7c7eb47,0,0,1,3,0,1,0,1,0,1,1,1,1,1,1,1
www.fuzzyd.co.uk/fuzzyduckexplorer/,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
musicroom.com/Song/126269/you-are-the-sunshine-of-my-life-wonder-stevie/,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0
trailerfan.com/movie/too_rich_the_secret_life_of_doris_duke,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0
hulu.com/watch/224604/cavemans-valentine,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0
http://mail.deliverylifesupport.com/public/etqi5r0z4scyphuj6tnxfurvvvsamw0g,0,0,1,2,0,0,1,0,1,1,1,1,1,1,1,1
http://serverfault.com/questions/607223/how-do-i-know-if-i-run-on-amazon-ec2-windows-instance,0,0,1,3,0,0,1,0,0,0,0,1,1,1,1,0
beso.com/duchess-fine-china/search,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
http://www.bimabn.com/1-configurazione-supporto-apple.store-contatta/c/Apple-id/48e21137df422d1cdb484178ca594b70/,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1
genforum.familytreemaker.com/bergeron/all.html,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
roxboroughladies.com/,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
harlemworldblog.wordpress.com/2011/11/05/charles-rangel-career-fair-at-ccny-in-harlem/,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0
https://tek.link/BK18XY,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
https://www.muchbetteradventures.com,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
absoluteastronomy.com/topics/Dallas_Cowboys,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
http://tapcollective.com/images/vbplaza/ajax_search.php/kgh/cug/?note=pv1u012a0fsmbef,0,0,1,5,0,0,0,0,0,0,1,1,1,1,1,1
https://basil0303.github.io/newnetflix/,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1
https://estolanoadvsors.myportfolio.com/,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
https://www.insidecatholic.com,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
celebritygossipandphotos.com/actress-zelda-harris/,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
https://www.wsdownloade.cn,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
economicexpert.com/a/Hochelaga:Maisonneuve.htm,0,0,0,3,0,0,1,0,0,1,1,1,1,1,1,0
http://www.personalportfolio.com.au/login.php,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
attorneymichaelmanley.com/attorneys/,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0
vko.va.ngb.army.mil/VirginiaGuard/news/july10/soldiersmedal.html,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0
http://www.print12580.com,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
https://www.teenup.app,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAO__SfnBXlUQlBCTExONFc4OEVGNEFCUFYwM1FJTjU5SS4u,0,0,1,2,0,1,0,0,1,1,1,0,0,0,0,1
http://www.thecalminglounge.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
www.blackbaud.com/bb/gmp/welcome.aspx,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1
en.wikipedia.org/wiki/Mar%C3%ADa_Rosa_Lida_de_Malkiel,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
jscglobalcom.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
code.google.com/p/evennia/,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1
airports-worldwide.com/canada/quebec/jean_lesage_international_quebec.php,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0
setmp3.com/artist/shreya-ghoshal/144/,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,0
imdb.com/name/nm0191685/,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
bit.ly/LTDNZI?=01329123,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1
californialittles.com/jamesreynolds/d3.htm,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0
www.arthur-dressler.com/wp-content/uploads/2011/02/nationwide1.php,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,1
http://www.zeroslim.zaptop.org,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
